commenter,commenter_city,content,sentiment
去*户,陕西,这次运气特好，遇到一个特别特别特别好的导游～为格格导游大大点赞的。普通话说得好， 吐词清晰，出口成章，一路行来，听他的解说，尤如听着一首优美的诗，一首抒情的曲。,积极
去*户,陕西,很差的旅游体验，说没有隐形消费，大清早导游拉了个黑脸，让买那个看演出的票共450元，直接拿出二维码让我扫，我说不看了，话都没说完，导游恶狠狠的说不看演出都不知道干啥来了，然后一整天就对我们家庭有偏见，恶狠狠。到景点了交接给别的导游，也没怎么介绍，就我们那个团的导游不介绍，也没有笑脸，在旅途中遇到这样的导游真是扫兴。我真想把那个导游的名字公布出来，大家以后抱团的时候看着点。总之就是很差的态度。,消极
m*1,陕西,三伏天的行程，辛苦张虎导游，开车的马师傅！张导全程认真讲解，非常精彩，了解了华清宫、兵马俑，推荐了西安事变也很精彩！中午的饺子宴也比一般的团餐好吃，期待晚上的长恨歌！,积极
去*户,陕西,百闻不如一见，不愧是“世界第八大奇迹”，视觉冲击感太强，不得不感叹古人手艺之高超，兵马俑真的值得一看！！！,积极
去*户,陕西,魏导服务不错，全程讲解很到位，幽默风趣，还很贴心的提醒家长照顾小朋友的感受。,积极
可*可,浙江,本次出游我在出行前对比了很多实体旅行社，包括同类的旅游网站，这条线路的行程安排确实比较有自己的特色，既满足了跟团看景点，同时满足逛西安历史文化的愿望，导游服务很好，讲解的细致，景点之间衔接的很好，有充足的时间拍照观看，很满意的一日游，,积极
去*户,陕西,张旭宁导游非常专业，语言流畅，用真诚的服务给每一位游客留下了美好的回忆，推荐！！,积极
去*户,福建,有机会，有时间一定要来西安看看兵马勇，看看清华池，还有西安的美食文化，真的是三天三夜都讲不完，听不厌,积极
去*户,陕西,接下来我说的很重要，别买138的，就买120的，买完了在西安钟楼附近三步一个导游，大巴车单人30加讲解，买这个，坐上车后导游会推荐地宫 ，68，别信他，到了以后租耳机跟着博物馆讲解员先去一号坑再去三号坑最后二号坑 重点来了！！！二号坑这里瞅一眼做好准备，直接脱团，走到出口自己归还耳机（二号坑后讲解员直接领着买玉，不买也得坐着浪费时间） 后坐上去丽山园的免费大巴，讲解十块电瓶车十五必须花，这里才是精髓,积极
队*今,陕西,送的讲解服务可以听一部分，重点！！！千万不要跟着导游去2号坑2楼去买蓝田玉，溢价好几倍的！千万不要跟着导游去2号坑2楼去买蓝田玉，溢价好几倍的！千万不要跟着导游去2号坑2楼去买蓝田玉，溢价好几倍的！,积极
梦*5,广东,很满意的一次出行，早上是按点准时接站，去兵马俑的路上时间比较长，导游一路都在给我们介绍兵马俑和华清宫的历史，还有各种注意事项。安排给我们的讲解员也是十分的负责，确实是专业，全程感受很好,积极
去*户,辽宁,感谢导游和司机师傅一天的辛苦，带我们团的导游很专业，给我们讲解了很多历史，说了避雷事项，挺为游客着想的。,积极
去*户,陕西,兵马俑作为世界八大奇迹之一，是到西安旅行必到的打卡点，也是来西安不可错过的一站。门票里包含的西安到景区的直通车也特别方便，大巴车从西安出发，大大缩短了出行的时间成本，一人一座，准点发车，安全舒适。讲解员也讲的非常详细，让人仿佛身临其境，让我亲身感受到了中国古代的壮丽和庄严。,积极
g*8,广东,这个门票，包括了讲解，觉得还挺好的。就是去找讲解时，有点远，不过还挺顺利的。我们去得时候刚好，每到一个观赏点都可以站C位，门票还包括丽园，有免费的巴士接。丽园的讲解花了10元钱，超值，讲解员非常好，给我们上了一节深刻，有爱国情怀，激励人生的历史课，超棒！,积极
去*户,陕西,还行吧，不用自己买票赶时间，集合时一直有人迟到，对于这个现象也和旅行社没有关系，但是参观完因为没有买复活军团的票，所以司机让我们下车等，司机说要停车。自己联系导游集合，等到能联系上的时候车上做满了人！浪费很多时间。如果不赶时间的还可以吧。,消极
华*6,广东,感谢我们提供专业且体贴服务的导游，她的专业知识和热情态度让整个旅程变得更加精彩和有价值。期待未来还能有机会 与她见面，体验更多美妙的旅,积极
去*户,山西,兵马俑讲解很精彩，华清宫讲解也很有趣，都让我们涨了很多知识。人多，本以为体验会很差，结果该看该体验的都没落下，非常好的旅程。,积极
p*9,陕西,作为一位一直想看兵马俑的人，我把它加入了我的行程中，当我在西安时，这是必须要去的地方。幸运的是，我能在游客较少的日子去，这让我能够更慢地、更专注地观赏这里。在去之前，我看过很多兵马俑的照片，但我不知道会有什么样的感受。然而，每个士兵身上的细节之处让我印象深刻，这是单张照片无法真正捕捉到的，我发现自己对创造如此庞大展览的工艺和技能感到惊叹。总的来说，我强烈推荐任何有机会去的人参观兵马俑。这是一个真正难忘的经历，西安作为一个城市也值得参观，因为这里有很多东西可以看和吃。,积极
去*户,陕西,莎莎导游特别耐心，一天的讲解特别到位，服务很好👍🏼,积极
华*6,广东,本次旅行中为我们提供专业且体贴服务的小折导游表示感谢，她的专业知识和热情态度让整个旅程变得更加精彩和有价值。期待未来还能有机会 与她见面，体验更多美妙的旅程(*. v . ),积极
去*户,陕西,好看好看好看动物表演很牛很震撼,积极
c*3,陕西,上一次来西安看兵马俑大概十年前了，当时年轻，看得走观花。如今带着我的孩子们来重温世界第八大壮举，听了花花的详细讲解，同时利用高科技手段，手机上可以三百六十度详细观看每个俑的面度微表情，有斗志昂扬的，有佝偻着身体，有微笑的，有严肃的，还有撒娇卖萌的，让我们突然觉得一个个冰冷的兵马俑立刻生动了起来，结合之前观看的《复活的军团》，对秦俑的理解更加深刻，希望我的孩子们也理解战争的残酷与不易，更珍惜我们今天去的幸福生活！春节的旅行收获满满！,积极
y*3,山东,真的是零购物五星团，西安是三分靠看，七分靠讲，读的全程讲解，让我们更深刻的了解兵马俑的历史与故事，很满意，值得推荐,积极
去*户,山东,这次旅行真是令人难忘，导游不仅知识渊博，能够详细解说每个景点的历史和文化，确保大家都能享受旅程安排的很合理。,积极
去*户,山东,总的来说这次旅游很满意，导游非常耐心，讲解很细致，旅游起来不是很累，没有强制消费，是很良心的一次旅游了。,积极
晓*牛,陕西,小胡导游服务态度非常好🐮，讲解到位，史司机给力，吹的空调爽歪歪，让我更加喜欢西安,积极
去*户,山西,整个行程安排非常顺畅合理，博物馆所有点都玩到，导游服务好，讲解的细致，各个点之间衔接很好，有充足的时间观看游玩，很满意。,积极
去*户,山西,整个行程安排非常顺畅合理，所有 景点都玩到，所以非常满意!特别感谢一下导游，口才好，讲解全面细致，让大家对景点背后的文化和背景有了更深的认识，也让旅游有了更多的趣味。,积极
去*户,陕西,倩倩团讲解满意，汉服体验卡收到,积极
去*户,陕西,小蔡导游全程棒棒的，讲解超有耐心！下次再有机会还要来！,积极
枫*眠,陕西,莎莎导游讲解的非常认真，很热情负责，非常圆满的一次旅行！,积极
去*户,广东,非常不错的一段旅程! 一路上行程安排的很好非常愉快! 特别有亲和力，也很幽默风趣，非常专业，无论行程安排， 还是其他注意事项都安排的明明白白的，我们只需要跟着她走跟着她玩就行了，出来玩就是想要放松的，遇到个好导游真的很nice!,积极
x*3,陕西,服务很好，游玩很方便。,积极
B*y,陕西,今天游玩体验十分好，旅游车座位舒适，小高导游讲解十分精彩，如果有朋友想来西安，我十分推荐给他们。,积极
i*8,陕西,这家旅行社很不错，行程安排合理，导游专业，一天下来很充实，感受了大唐盛世的唯美爱情，了解了近代历史西安事变，感受到了西安人的热情，真的特别不错。中午的午餐分餐制，挺好的，给每一个朋友送了一瓶陕西的特色饮料，冰封，很地道，《西安》事变还原了历史的真相，科技感十足，是华清宫里最精彩的一部分，复活军团好看，导游门导服务特别不错。,积极
y*4,广东,导游以他深入的研究和丰富的历史背景，生动地描述了秦始皇统一中国的历史背景和兵马俑的制作过程。他详细介绍了兵马俑的规模之大和工艺之精湛，使我们深刻理解了秦代的强大和宏伟。他还讲述了每个兵马俑的独特之处，让我们逐一领略了这些古代士兵的神秘面纱。 在讲解中融入了趣味和幽默，使整个参观过程更加生动有趣。,积极
去*户,四川,导游认真负责，全程行程安排合理，讲解详细，他的耐心细致使整个行程非常舒适。全程无购物～车辆也很舒适，非常满意！,积极
去*户,广西,特别高兴，这次花了比较少的钱，看到了课本上的兵马俑，感受到了秦始皇时期的历史文化底蕴。在参观过程中，导游服务特别好，点赞！,积极
去*户,上海,本次旅游的经历让我收获颇丰，见识到了许多令人叹为观止的风景名胜，感受到了不同地域的文化魅力。旅游带给我的不仅仅是快乐和放松，更是对人生和世界的深刻认识。,积极
d*9,陕西,陈导服务很周到，说话也很温柔，也没有推销服务，总体感觉很好，给她点个赞😊,积极
何*9,陕西,蔡导讲解到位，态度好，费用合适，午餐贴心，虽然天气炎热，不过旅行社送了风扇！领略几千年文化，新中国历史重大转折点，不虚此行！,积极
q*0,陕西,孩子放假了，买了他们家的旅游。王导早早就联系我们了。一整天玩下来很开心，孩子收货很多。【复活的军团】不错的，真的可以去看一看。回程还有礼物赠送，好贴心。旅行社的工作人员很给力，很有耐心的解答我的问题。,积极
麋*咖,辽宁,不要在车站外面雇导游！我下地铁跟着他们的导游走的。车上的导游还行，就是等人耽误十几分钟。到里边给我们转了一个导游，根本没有看太多的东西。讲了好多的玉，最后我脱团不跟他走了。因为第3个坑就让我们在边上站着看了一眼。第2个坑也走了一条最近的路。他所有讲的最多的就是玉。,消极
去*户,山西,学习之余尽享西安古都气息兵马俑不得不赞叹古人的智慧结晶千人千面精雕细刻西安简直是碳水自由之都没吃够没吃够  ​​​,积极
去*户,陕西,导演好贴心，然后讲解很仔细温柔大方加美丽,积极
O*3,陕西,8點多出發 車子沒坐滿 相對來說挺舒適的到目的地已經10.30 預計1點要返程 講解兩小時 步行20分鐘到集合點集合其中是沒有規劃吃飯時間…行程說是沒有購物行程….但是解說員就一直在推銷玉 感覺就不太對…原本是要看兩小時的兵馬俑 也只看了1個小時多一點然後把大家集合到一個犄角旮旯的地方 又介紹了一次「玉」到了最後 把大家帶去買玉的地方這感覺真的不是很好…..,积极
去*户,浙江,导游学识渊博，风趣幽默，全程陪同，照顾周到，特别准时，行程时间安排合理，尽量错开了高峰时段。当然在这样一座历史悠久的古都旅游，只有旺季和旺旺季。,积极
去*户,浙江,真的讲解很好，我个人都收获满满的，认识西安，认识历史，认识秦皇，孩子也是听得很入神，还买了书回去继续看呢。,积极
去*户,陕西,感谢小王导游细致深度的专业讲解，幽默风趣！在车上都给我们讲解了很多历史故事！今天游玩的很开心！给我们一家留下了深刻的印象，行程安排合理，一定会推荐给身边的朋友家人！,积极
去*户,浙江,全程纯玩，全程无购物推销，导游经验丰富，讲解特别幽默，而且详细落地，路线带团跟他走起来也很轻松，非常推荐,积极
去*户,陕西,小高导游👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,消极
去*户,陕西,旅程很安排的很满意，尤其是导游靳林小姐姐，每个景点讲解的都很详细，对待游客也是非常的认真负责任，工作非常的认真值得大家的推荐跟肯定，非常感谢。,积极
e*5,陕西,小何导游讲解很好，行程安排很满，点赞👍,积极
去*户,陕西,李拓服务很好 人长的很帅,积极
灰*记,陕西,程程特别棒，大爱，景区人还行，形成很满意,积极
n*2,陕西,体验感很好的一次跟团游，导游岳雯专业认真又负责，午餐很满意，自己动手做的兵马俑，和赠送的手伴，孩子都超喜欢，一定会推荐周边朋友的,积极
n*2,陕西,导游认真负责，讲解的很好，体验感很好，午餐很好，泥塑孩子做了将军俑和秦始皇很喜欢都带了回来，送的手伴孩子也超爱，很棒的一次旅行，一定会推荐给身边的朋友,积极
k*6,陕西,上午华清池鬲导带领大家一起游览，讲解详细，时间安排合理下午花花带队讲解兵马俑，风趣幽默，认真负责，全程体感非常好全程没有强制消费，非常好,积极
去*户,陕西,玩的挺好的 门导专业服务好 推荐来😀,积极
j*7,陕西,很稳，周到，全面。贾琛导游情绪真的很稳定，不急不躁，好评。情绪稳定的导游才是旅行团的核心。,积极
去*户,陕西,今天的行程安排特别棒🎉🎉景区最美丽最帅气的蔡导讲解和带队特别棒，游玩了兵马俑和华清池两个景区，景区磅礴大气，导游讲解生动有趣,积极
去*户,山西,此次旅游还是蛮开心的，行程安排的很好，导游很耐心的给我们讲解每个景点，服务态度也很好！没有强制消费，餐食也还不错，整理很满意！,积极
去*户,陕西,体验感不错，值得推荐！！！,积极
去*户,江苏,这次旅行给我留下了深刻的印象，我强烈推荐给大家！首先，秦始皇陵博物院的历史底蕴非常深厚，让我对古代文化有了更深的了解。其次，华清宫的美丽景色让我陶醉，仿佛置身于古代宫廷之中。最后，长恨歌的表演更是精彩绝伦，让我感受到了浓厚的文化氛围。此外，导游小张也非常专业和热情，耐心地解答我们的问题，让我们受益匪浅。整个旅行的安排也非常合理，既紧凑又轻松。总之，这次旅行是一次难忘的经历，我强烈建议大家去感受一下！,积极
e*5,江苏,这次旅行给我留下了深刻的印象，景点丰富多样，既有历史文化的熏陶，也有自然风光的欣赏。导游专业知识渊博，讲解引人入胜，让我们对秦朝文化有了更深入的了解。此外，行程安排合理，交通便捷，餐饮住宿也相当满意。感谢去哪儿旅行带来的美好体验！,积极
秋*天,陕西,小赵导游非常专业负责，也热心。,积极
去*户,甘肃,贾导游很负责，有耐心，服务态度好，讲解专业，职业素养高，很关照我家的小朋友，还帮忙我找儿童车，很感谢他，下午的兵马俑帮我解决了带孩子的大问题。司机师傅也很体贴，每次进车都很凉快。,积极
去*户,陕西,安排合理，导游很好，兵马俑基本上没排队就一路进去了，华清池里的西安事变演出很好看，值得一去！,积极
朱*5,陕西,行程很满，导游讲解优秀，服务好。团人数中等，等的时间还可以不太长。,积极
去*户,山西,不建议往返直通车，可以只坐去程。第一，往返直通车返回的时间有要求，根本玩不好。第二，往返直通车送一个讲解，个人感觉对于兵马俑的讲解少之又少，最后一直在说蓝田玉，死玉，活玉，带玉养人。给领到卖蓝田玉的地方，导游自己说买不买没关系，但导购一对一交流，很容易冲动消费。然后如果想退掉，可能会错过返回的直通车。外边车就一直催,消极
去*户,陕西,讲解确实免费，换票、租讲解器什么也挺方便的。敲重点，然而免费的讲解确实是“免费”的，讲解质量参差不齐，所以至于“讲解”质量看命，关键能不能在租讲解器的碰见个好讲解，个人建议不要听某姓岳的女讲解，遇见她开始就是无聊的废话，首先建议不要喝太多的水，1号坑讲解糊里糊涂，虽然讲解的不好，不知所云，但是走的快啊，三两句就走，啥都没看到就走呢。然后去三号坑一带而过，最后二号坑跪射俑等讲解不如不听。“岳讲解”全程推荐“同x祥泡馍”，“墨x玉”，“xx直通大巴”、“xx摆渡车”、“xx38元值得带孩子去的、不要买官方门票，加她微信买票的演出”，真的太搞笑了，最后还要去买玉。总结：优惠完119元的门票，比官方的便宜，也可以正常入园，但是“免费讲解”就算了，不要抱有希望，不要贪便宜，也不要去“赌”你遇不到她，还是考虑其他的讲解渠道吧。毕竟遇不到一个好讲解，很多细节都了解不到。,积极
清*浊,四川,西安游玩似乎没有淡季，一路上人还是很多，导游费很便宜，几个坑看完差不多两个多小时，虽然人挤人，但还是能在栏杆边近看兵马俑，感慨古代能工巧匠的手艺，很壮观,积极
去*9,广东,本次旅行特别好，早上车准点到酒店附近接，导游很专业，服务特别好，讲解很详细，华清宫和兵马俑讲得也很细致，了解了很多以前不知道的典故，非常靠谢验感极佳，推荐推荐！,积极
6*9,广东,早上到酒店接，非常方便省心，导游很热情，讲解的很详细，早上我们参观华清宫，下午参观兵马俑，很壮观，真不愧是世界第八大奇迹很壮观，整个行程体验感很好！,积极
f*r,广东,今天参加了华清宫兵马俑一日游的线路，早上车接车送，非常方便省心，导游很热情，讲解专业风趣幽默，早上我们参观华清池，下午参观了世界第八大奇迹兵马俑，很壮观，整个行程体验感很好！,积极
五*四,广东,今天早上导游早早就打电话告诉具体车到酒店门口接的时间，一路上讲解，第一站我们去了华清池，导游讲解的特别细致清楚，对我们提出的问题也是又问必答，下午去看了兵马俑，总之今天玩的很开心,积极
3*哪,广东,玩的很开心，导游很负责，很认真，讲解了很多我们不了解的知识，让我们对历史有了更多的深刻的理解，果然是需要三分看，七分听，真的是不虚此行,积极
去*户,陕西,行程很顺利，导游小苏人很好很热情周到，很开心的一次出行！,积极
去*户,陕西,全程讲解，各方面导游都能替我们想到！全程无购物！司机师傅服务很好，每次上车都能把空调打开，服务很周到，是一次非常成功的旅行！,积极
y*1,陕西,陈导讲故事很动听，我儿子非常喜欢听她讲故事，行程安排以及旅游提醒很到位，《西安事变》演出值得推荐！午饭自助口味不错！,积极
去*户,陕西,第一要对花花跟石导的肯定。2位导游特别爱笑🤭！所谓的微笑服务，这2位是展现的淋漓尽致。一定要买这个票服务态度讲解的非常到位！感受千年历史！历史书里没学到的东西我来亲眼见证到了！读不了万卷书，来到西安就是行万里路的意义不虚此行！,积极
去*户,河南,很好的一次行程体验，导游很热情，也很有耐心。讲解生动有趣，全程服务好，整个行程安排很合理，对老人孩子很照顾，西安是一个历史悠久的城市，十三朝古都，那些兵马俑，那些俑坑，没有一个好的讲解，就是走马观花一晃而过。 “秦俑虽无名但千人千面”感谢导游带给我这么好的一次旅行,积极
z*儿,陕西,我们在美丽的西安，玩得很开心。那是因为我们遇到一个可爱的导游陈嘉豪，头一回在去景点的路上没有睡觉，听嘉豪小哥哥讲的各种故事笑了一路，😂😂以前遇到的导游都是讲的平平淡淡，听的想睡觉，只有这次，讲的太好了，又涨知识，又听的入迷，笑到回头率百分百。🫣🫣推荐大家一定要找他 绝对值得！！！！,积极
去*户,陕西,行前客服沟通好安排行程，周到细致。司机态度非常好，很有耐心，行车安全平稳，导游全程安排的合理，景点都是精选，纯玩0购物，玩的开心尽兴。,积极
去*户,陕西,整个行程安排非常顺畅合理，所有精华景点都玩到，导游服务好，讲解的细致，景点之间衔接很好，有充足的时间拍照游玩，玩的开心。,积极
浩*福,陕西,去的时间在三点钟，进去后导游带我们全程走的路线是一、三、四、二号坑，路线还是不错的，虽然人很多，但每个景点导游都带我们站在了前面。总体感觉还是很棒的。👍,积极
浩*福,陕西,兵马俑值得一来，历史悠长，几经沧桑，留给我们无尽的遐想……,积极
一*顺,河南,一路上可以在景区里走走玩玩，还能欣赏沿途的一些风景。导游也是一如既往的热情贴心、给我们介绍了好多当地的特色景点 美食佳肴，一整趟行程走下来都是特别的舒适 玩的也很开心 ，安排的很周到，推荐大家都来体验。,积极
小*满,陕西,谢谢姜姜小美女的耐心解说与帮助，今天非常棒特别充实！所有的安排都超级妥当！必须点个大大大大的赞！！,积极
e*1,陕西,邓导游的引导词设计精当，真正起到了引领参观的作用。再加上丰富翔实的作者能够用简洁、明了的语言概括西安的风景特点，吸引游客的注意力与好奇心，并且能够用亲切的话语拉近自己与游客的距离。,积极
q*0,河北,老师很专业 确实如果不听讲解就是看泥人了就是出去的时候没有摆渡车 有点小累 其他还好 蓝田玉价格也不贵 如果想买个玩玩可以买一个百八的,积极
绿*空,云南,总体感觉非常好，司机师傅和导游小姐姐非常热情，服务态度非常好，导游小姐姐讲解耐心细致，让冷冰冰的景点增加观赏性和回味性,积极
去*户,山西,兵马俑听了讲解还不错长恨歌舞美很绝军大衣租了真的暖和哈哈哈  ​​​,积极
去*户,河南,文物古迹没的说，只是兵马俑进门有电瓶出去只能走商业街，无可奈何吧。官方讲解会讲解有旁敲侧击引导消费，最后引导到蓝田玉销售馆，应该是任务。丽山园，虽然只是残垣断壁和几个小坑，喜欢历史和文物的不要错过，看看秦始皇封土堆和铜车马也是值的。,消极
去*户,陕西,我们的导游真的是出色！他的热情和关注让旅行更加有意义，让我们对此地区的历史和文化有了更深入的了解。,积极
o*9,陕西,跟团挺好，省心，有导游接送，也有全程讲解，强烈推荐！,积极
去*户,江苏,秦始皇兵马俑 如果没有请导游讲解的话 确实会看不明白,消极
l*2,山东,一日游可以的，导游还帮忙取票，是我期待已久的长恨歌 是抖音里的收藏终于呈现在眼前 是视觉盛宴,积极
去*户,河南,对长安心心念念，而今毕业终于得空来到这里，今天非常充实，报名的长安说大V导游团，旅游团提供的午餐很美味，饺子宴很好吃。很丰富，景区跟着小赵导听着讲解，也很惬意，就是天气突然降温，来玩的朋友记得看好天气！,积极
去*户,陕西,上门接送，出行方便，导游积极互动，有问必答，分享了出游攻略，和美食介绍，文物与历史结合的讲解，视觉和思想相结合，完美诠释,积极
去*户,陕西,本来带着试试的心态，但是遇到导游孙导跟赵师傅带团出发的，一路都很省心，中午吃的也还可以，说是饺子，也有米饭跟蔬菜，还挺精致，推荐了当地人的美食街，5🌟好评，,积极
去*户,陕西,今天行程安排合理 虽然下了雨 黄鹤天导游也能及时告知大家注意事项及时避雨 很贴心 强烈推荐 下次还来西安玩,积极
去*户,陕西,这次兵马俑与华清宫的旅行很完美，华清宫的西安事变表演很震撼，感谢张奔导游小兄弟的一路陪伴，讲解入微，做事细致，非常好。,积极
去*户,陕西,非常开心的一次旅程，值得信赖。王导讲的非常好，抑扬顿挫，知识丰富有趣，家人们玩得非常开心。期待下次相遇！,积极
去*户,陕西,体验很好，导游很专业周到，冰蛋老师讲解风趣幽默，原以为很累的两个小时的兵马俑之旅结果一点也不累，很值,积极
喵*主,陕西,我们导游很专业很负责，下雨天难忘的游玩经历。,积极
h*5,陕西,王子玉师傅，车内干净，驾驶平稳，服务态度非常好，车内备水纸巾 感觉很亲切 今天行程王师傅提前到酒店接送我们 给我们讲了陕西历史及陕西当地的风头人情 行程感受非常满意，满分好评 值得推荐[强][强],积极
去*户,陕西,小贾导游非常好，讲的很细很清楚，安排的也很到位！非常感谢，同时特别感谢司机师傅，跟着一天辛苦了，上车车上都是很舒服的温度！有出行计划，请记得找小贾，强烈推荐！,积极
去*户,陕西,走路有点累，风景很不错。,积极
去*户,陕西,陈旭导游讲解很认真，很到位没有什么强制购物，而且还给我们发了西安最真宗的美食和便宜的购物地，总的来说非常棒，我是挑不出什么毛病来，建议大家选择这个团。,积极
去*户,陕西,今天的行程安排得满满当当，全程体验很棒!每一分钟都充满了收获，导游的讲解超级详细，不仅知识渊博，而且服务周到细致，让我们每个人都感受到了贴心的照顾。,积极
去*户,陕西,程导讲解非常好，我很少有耐心听导游讲解她讲的我都听进去了，而且行程安排的很好，看演出和不看演出都给做了安排，非常满意！！！,积极
去*户,陕西,虽然在旅游旺季来到西安，但是在冯超导游的热情讲解带领下，整个旅程还是很欢乐的 历史人文还是很值得带孩子们来了解下的 吃的开心，玩的欢乐,积极
去*户,陕西,小纸导游很用心，讲解通俗易懂，整体行程下来，不急不慢，很是舒心，全程一直强调注意事项，景区人很多，提醒照顾好孩子，是一次非常值得的体验，下次有朋友还介绍参加你们旅行社,积极
l*8,山东,服务很好，行程很满意，推荐长安说大V导游团。小静导游讲解非常好，生动有趣，诙谐幽默，很热情，识丰富，行程安排合理，让一天的行程也充满了意义，更让我们西安这个城市，充满了兴趣，散团时还超级走心的给我们介绍了很多当地特色小吃，避免我们踩雷，行程超级满意，全程纯玩没有强制消费，司机王师傅开车稳 一级棒车号1927！,积极
去*户,陕西,人太多太多，挤得人怀疑人生，还有导游，讲着讲着就听不见了，二号坑讲完，后面一个坑讲着讲着就没见人了！建议去了自己找导游，,消极
去*户,陕西,行车安排非常合理👏 帅气的小贾导演非常幽默😊 耐心讲解😁👍随时关注游客情况👍玩得非常开心❤️ 超级推荐👌,积极
去*户,陕西,陈旭导游，车号7125，知识很渊博，一路下来讲解一直没停，通俗易懂，还穿插很多小故事，孩子很爱听。虽然天气很热，还是一次不错的旅行。司机师傅开车很稳，提前把空调打开，很是周到。,积极
m*8,陕西,第一次来西安报了个兵马俑、华清宫一日游，接待的是秦风旅行社，很不错哦，往返有车接送，还有导游讲解，我这个是邓丽导游，全程无购物，讲解的也很好，很不错的一次体验,积极
去*户,陕西,选的这个团真的很划算，小团人少，导游讲解耐心，全面，没想到第一次跟团旅游就选了个这么满意的，太幸运了，选这个团准没错，不虚此行，给导游大大的赞！,积极
n*6,陕西,田小娜非常专业负责，每个细节都没有落下，还时刻照顾小团里的每一个人，非常贴心。到丽园最后两个馆时我都已经累得不行了，她还在精神抖擞的讲解，体力、态度和专业能力令我非常赞叹！,积极
a*0,陕西,很好，纯玩，无购物，讲解好！赵导很专业,积极
h*6,陕西,我们现在看到的兵马俑，都是他们的亲属，按照真人一丝一毫还原制作出来的。看似是泥人的俑，实则倾注了无限的爱和期盼。当时听完解说，第一感受就是“时光千年，唯爱永存”。,积极
h*6,陕西,一定要亲眼看看秦俑太震撼了一眼千年，那是千年之前工匠的指纹，是时空的对话,积极
h*6,陕西,来陕西太美啦，三分看七分听十分靠感受，重在参与，好看好玩,积极
去*户,广东,这次带孩子来西安确实很不错，了解了十三朝古都源远流长的文化，全程无购物，导游认真负责，上车的时候就开始讲解，讲了一路，到了兵马俑才停下来，讲的很有趣孩子都听的很认真，很细心，有问必答，特别推荐兵马俑，非常值得一看，太宏伟壮观了，太震撼了，佩服古人的能力了。如果有其他朋友同事去西安游玩，会推荐你们家的，全程无购物可以放心！,积极
去*户,陕西,非常好，服务态度好，负责任,积极
o*6,陕西,张姣导游特别好，照顾特别周到，下次来还找他,积极
娅*心,上海,景点的时间也比较宽松。人挺少，看到好风景可以跟师傅说停一下拍照。导游师傅也会讲一些当地的风俗和好看的地方推荐我们去看看，挺随和的。总体还是不错的。,积极
开*心,上海,全程服务真的挺好的！很愉快的一次旅游！因为一家人出游，带父母和小孩子所以选择了抱团游玩真的特别方便，真心划算啦，很充实，价格实惠,积极
去*户,湖北,大家一定要避免周末去，进去人挤人，踹不过气。体验感很差。到最后，依旧是避免不了进店购物。,消极
萌*远,陕西,整体感觉得还不错，逍遥导游说话有耐性，大巴车也挺舒适，导游人也不错。,积极
去*户,陕西,我们的导游陈旭，大帅哥一枚，细心体贴，车辆7217，非常专业，讲解非常详细，非常体贴，特意给安排的错峰出行，各项都看了，西安事变非常震撼，值得一看，行程很顺利，而且告诉我们哪里避坑，强烈推荐！,积极
去*户,陕西,懒人团，9点多大巴到酒店门口接，不用跑路，太方便了，而且价格也实惠，比自己地铁公交去方便太多，还实惠。导游小静全程讲解，服务周到。中午还包餐，特色饺子宴，可以。晚上回市区，钟楼下车。推荐,积极
去*户,陕西,非常愉快的一次体验，兰导讲解非常专业生动有意思，服务很到位，五星好评！,积极
去*户,中国香港,严导服务认真、有耐心。爱了爱了😍,积极
s*5,安徽,导游专业，解说到位。。。。,积极
小*崽,浙江,玩的很好。定的是经典团，给升级成了娜花团，玩的省心省力。中午的菜也挺好吃的。尤其是青菜。还看了长恨歌。如果自己一个人去的话要比报一日游的价格要高。因为旅行社有折扣的，建议报团，骊山没什么好看的，就是一座山而已。喜欢坐索道，可以去一下，来回也就40块。这次的旅行非常满意。,积极
去*户,陕西,导游很帅很给力！讲的很好,积极
y*0,陕西,值得一看，感受到古人的智慧，华夏文明真的很伟大。我们第一场进去的，虽然人很多，但偶尔还能找到一点空位，能让人清楚的观看。,积极
